5letter code	kingdom/super group	clade/phylum	supergroup2	order	family	scientific name	synonym used for letter code	taxID from NCBI	data source	genome version	Pubmed ID paper	#proteins	# organellar proteins	# mitochondrium proteins 	# plastid proteins	# plasmid proteins	isoforms available	number of isoforms	date added to database	date updated/checked	URL source	URL working?	non-URL source	publicly available	source mitochondrial sequences	mt-URL working?	source of plastid sequences	pt-URL working?	notes	numer of plasmids	plasmid sources working?	plasmid source 01	plasmid source 02	plasmid source 03	plasmid source 04	plasmid source 05	plasmid source 06
CAPANZU	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Capsicum annuum (spp. zunla)	-	4072	genome			35336	0	0	0	0			13/07/2016	12/06/2020	ftp://ftp.solgenomics.net/genomes/Capsicum_annuum/	yes															
CAPANCM	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Capsicum annuum CM344	-	4072	genome	?	24441736	34410	150	39	0	111	no	0	13/07/2016	12/06/2020	ftp://ftp.solgenomics.net/genomes/Capsicum_annuum/	yes															
CAPBA	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Capsicum baccatum	-	33114	genome	1,2	29089032	35874	0	0	0	0	no	0	24/11/2017	29/05/2020	http://peppergenome.snu.ac.kr/download.php	yes		yes													
CAPCH	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Capsicum chinense	-	80379	genome	1,2	29089032	35009	0	0	0	0	no	0	24/11/2017	29/05/2020	http://peppergenome.snu.ac.kr/download.php	yes		yes													
CARHI	Archaeplastida	eudicots	rosids	Brassicales	Brassicaceae	Cardamine hirsuta	-	50463	genome	?	27797353	29458	0	0	0	0	yes	6592	23/11/2017	29/05/2020	http://chi.mpipz.mpg.de/download/annotations/	yes		yes													
CARLI	Archaeplastida	Liliopsida	commelinids	Poales	Cyperaceae	Carex littledalei		544730	genome			21626	0	0	0	0			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_011114355.1																
CARPA	Archaeplastida	eudicots	rosids	Brassicales	Caricaceae	Carica papaya	-	3649	genome	0.40000000000000002	18432245	27775	84	0	84	0	no	0	27/10/2010	13/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Cpapaya	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_010323.1	yes	same version								
CAPFA	Archaeplastida	eudicots	rosids	Fagales	Betulaceae	Carpinus fangiana		176857	genome			27384	0	0	0	0			20/07/2020		https://figshare.com/articles/Supplemental_material_for_the_Carpinus_fangiana_genome/8549204/6																
CARCA	Archaeplastida	eudicots	rosids	Fagales	Juglandaceae	Carya cathayensis		139927	genome			32907	0	0	0	0			20/07/2020		http://gigadb.org/dataset/100571																
CARIL	Archaeplastida	eudicots	rosids	Fagales	Juglandaceae	Carya illinoinensis		32201	genome			31911	0	0	0	0			20/07/2020		http://gigadb.org/dataset/view/id/100571/Sample_page/2																
CASMO	Archaeplastida	eudicots	rosids	Fagaceae	Fagaceae	Castanea mollissima	-	60419	genome			38146	0	0	0	0			15/11/2017	05/06/2020	https://www.hardwoodgenomics.org/bio_data/21?tripal_pane=group_reference_genome	yes															
CASGL	Archaeplastida	eudicots	rosids	Fagales	Casuarinaceae	Casuarina glauca		3522	genome			26282	0	0	0	0			20/07/2020		http://gigadb.org/dataset/101051																
CATRO	Archaeplastida	eudicots	asterids	Gentianales	Apocynaceae	Catharanthus roseus	-	4058	genome	1	25759247	33829	0	0	0	0	no	0	16/11/2017	28/05/2020	http://datadryad.org/resource/doi:10.5061/dryad.hs593	yes		yes													
CAULE	Archaeplastida	Chlorophyta		Bryopsidales	Caulerpaceae	Caulerpa lentillifera		148947	genome	1,1	28369353	9311	0	0	0	0			20/05/2020		https://marinegenomics.oist.jp/umibudo/viewer/info?project_id=55	yes		yes													
CENAM	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Cenchrus americanus	-	4543	genome	?	28922347	38579	0	0	0	0	no	0	24/11/2017	29/05/2020	http://gigadb.org/dataset/view/id/100192/File_page/2	yes		yes													
CEPOL	Archaeplastida	Acrogymnospermae	Coniferophyta	Cupressales	Taxaceae	Cephalotaxus oliveri	-	147282	chloroplast	?	-	0	82	0	82	0	no	0	29/03/2015		0			?			http://www.ncbi.nlm.nih.gov/nuccore/NC_021110.1	yes									
CEPFO	Archaeplastida	eudicots	rosids	Oxalidales	Cephalotaceae	Cephalotus follicularis	-	3775	genome	3	28812732	36503	0	0	0	0	no	0	24/11/2017	29/05/2020	http://datadryad.org/resource/doi:10.5061/dryad.50tq3	yes	Dryad	yes													
CERPUFtr	Archaeplastida	Bryopsida	Dicranidae	Dicranales	Ditrichaceae	Ceratodon purpureus	-	3225	transcriptome	?	-	47286	0	0	0	0	no	0	26/05/2013	05/06/2020			sequence_GG1_Newbler_isotigs.txt	yes					female, m240lflr								
CERPUMtr	Archaeplastida	Bryopsida	Dicranidae	Dicranales	Ditrichaceae	Ceratodon purpureus	-	3225	transcriptome	?	-	33556	0	0	0	0	no	0	26/05/2013	05/06/2020			sequence_R40_Newbler_isotigs.txt	yes					male, m240lflr								
CERPUGG	Archaeplastida	Bryopsida		Pseudoditrichales	Ditrichaceae	Ceratodon purpureus		3225	genome			30425	0	0	0	0			25/05/2020		https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=CpurpureusGG1	yes															
CERPUR	Archaeplastida	Bryopsida		Pseudoditrichales	Ditrichaceae	Ceratodon purpureus		3225	genome			31482	0	0	0	0			25/05/2020		https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=CpurpureusR40	yes															
CERDE	Archaeplastida	Mesangiospermae		Ceratophyllales	Ceratophyllaceae	Ceratophyllum demersum		4428	genome			25327	0	0	0	0			20/07/2020		https://genomevolution.org/CoGe/GenomeInfo.pl?gid=56572																
CERRIBM	Archaeplastida	Moniliformopses	Polypodiidae	Polypodiales	Pteridaceae	Ceratopteris richardii		49495	genome	?		52894	0	0	0	0			22/05/2020				\storage\data\Ceratopteris\						Protein Set from Blaine Merchant								
CERRIOG	Archaeplastida	Moniliformopses	Polypodiidae	Polypodiales	Pteridaceae	Ceratopteris richardii		49495	genome	?		39078	0	0	0	0			22/05/2020				\storage\data\Ceratopteris\OGG_Leebens-Mack_2020-05						Portein Set from Jim Leebens-Mack, OGG								
CERRI	Archaeplastida	Moniliformopses				Ceratopteris richardii			genome			36857	0	0	0	0			06.04.21		https://phytozome-next.jgi.doe.gov/info/Crichardii_v2_1?s=09																
CERCA	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Cercis canadensis		49801	genome			34023	0	0	0	0			20/07/2020		http://gigadb.org/dataset/101044																
CHAGLtr	Archaeplastida	Streptophyta ZCC grade	Coleochaetophyceae	Coleochaetales	Chaetosphaeridiaceae	Chaetosphaeridium globosum	-	96477	transcriptome 	?	-	37544	0	0	0	0	no	0	26/05/2013	12/06/2020	http://www.ncbi.nlm.nih.gov/bioproject/PRJNA51161	no	Timme et al. PLOSOne 2012 DOI10.1371	yes					m240lflr								
CHAFA	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Chamaecrista fasciculata		53854	genome			32832	0	0	0	0			20/07/2020		http://gigadb.org/dataset/101045																
CHABR	Archaeplastida	Streptophyta ZCC grade	Charophyceae	Charales	Characeae	Chara braunii	-	69332	genome			22776	0	0	0	0			29/03/2015	12/06/2020	0		coop japon/Ghent	no													
CHEPA	Archaeplastida	eudicots		Pentapetales	Chenopodiaceae	Chenopodium pallidicaule		882375	genome			21891	0	0	0	0			20/07/2020		https://genomevolution.org/coge/SearchResults.pl?s=53872&p=genome																
CHEQU	Archaeplastida	eudicots	stem rosids	Caryophyllales	Chenopodiaceae	Chenopodium quinoa	-	63459	genome	1	27458999	44776	0	0	0	0	no	0	17/11/2017	29/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Cquinoa	yes	Phytozome V12	no													
CHISA	Archaeplastida	eudicots		Laurales	Calycanthaceae	Chimonanthus salicifolius		300219	genome			36651	0	0	0	0			20/07/2020		http://xhhuanglab.cn/data/Chimonanthus_salicifolius.html																
CHLEU	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas eustigma	-	1157962	genome	1	28893987	14154	7	7	0	0	no	0	24/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/335/675/GCA_002335675.1_C.eustigma_genome_v1.0/GCA_002335675.1_C.eustigma_genome_v1.0_protein.faa.gz	yes	NCBI	yes													
CHLIN	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas incerta SAG 7.73		51695	genome			16957	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Chlin1/Chlin1.download.html 																
CHLRE	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas reinhardtii	-	3055	genome			17741	0	0	0	0			09/11/2010	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Creinhardtii	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_001638.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_005353.1	yes									
CHLSC	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas schloesseri CCAP 11/173		2026947	genome			16268	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Chlsc1/Chlsc1.download.html 																
CHLPR	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella protothecoides	-	3075	genome	?	25012212	7039	0	0	0	0	no	0	21/11/2017	29/05/2020	https://db.systemsbiology.net/sbeams/cgi/PeptideAtlas/PASS_View?identifier=PASS00452	yes		yes													
CHLSO	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sorokiniana DOE1412			genome			12611	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/ChloDOE1412_1/ChloDOE1412_1.download.html 																
CHLSP	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sp. A99		2041167	genome			8298	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/ChloA99_1/ChloA99_1.download.html 																
CHLVA	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella variabilis		554065	genome	?	?	9831	0	0	0	0			20/05/2020		https://www.uniprot.org/proteomes/UP000008141	yes		yes													
CHLVU	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella vulgaris	-	3077	genome	1	-	7100	80	0	80	0	no	0	26/05/2013				JGI or NCBI?	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_001865.1+ftp://ftp.jgi-psf.org/pub/JGI_data/Chlorella_vulgaris/annotation/v1.0/	yes									
CHLVUGPS	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella vulgaris		3077	genome	?	?	7100	0	0	0	0			20/05/2020		http://chlorella.genomeprojectsolutions-databases.com/Maker_7100_peps.fa	yes		yes													
CHLATmt	Archaeplastida	Streptophyta KCM grade	Chlorokybophyceae	Chlorokybales	Chlorokybaceae	Chlorokybus atmophyticus	-	3144	mitochondrium + chloroplast			58	0	0	0	0			26/05/2013	12/06/2020					http://www.ncbi.nlm.nih.gov/nuccore/NC_009630.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008822.1	yes									
CHLATtr	Archaeplastida	Streptophyta KCM grade	Chlorokybophyceae	Chlorokybales	Chlorokybaceae	Chlorokybus atmophyticus	-	3144	transcriptome	?	-	23220	0	0	0	0	no	0	26/05/2013	12/06/2020	http://www.ncbi.nlm.nih.gov/bioproject/PRJNA51157	no	Timme et al. PLOSOne 2012 DOI10.1371	yes					m240lflr								
CHLAT	Archaeplastida	Streptophyta KCM grade	Chlorokybophyceae	Chlorokybales	Chlorokybaceae	Chlorokybus atmophyticus		3144	genome	?	31844283	9300	0	0	0	0			19/05/2020		http://ftp.cngb.org/pub/CNSA/CNP0000228/CNS0021447/CNA0002353/	yes		yes													
CHLP1	Archaeplastida	Chlorophyta	Chlorokybophyceae	Chloropicales	Chloropicaceae	Chloropicon primus		1764295	genome			8639	0	0	0	0			06/07/2020		https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/859/695/GCA_007859695.1_ASM785969v1/GCA_007859695.1_ASM785969v1_protein.faa.gz																
CHOCR	Archaeplastida	Rhodophyta	Florideophyceae	Gigartinales	Gigartinaceae	Chondrus crispus	-	2769	genome	?	23503846	9836	233	29	204	0	no	0	07/02/2010	12/06/2020	http://www.ncbi.nlm.nih.gov/protein?LinkName=genome_protein&from_uid=12106	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001677.2	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_020795.1	yes									
CHRZO	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Chromochloridaceae	Chromochloris zofingiensis	-	31302	genome	5.2.3.2	28484037	15369	0	0	0	0	no	0	16/11/2017	29/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Czofingiensis	yes	Phytozome V12	yes													
CHRIN	Archaeplastida	eudicots	asterids	Asterales	Asteraceae	Chrysanthemum indicum		146995	genome			56870	0	0	0	0			20/07/2020		http://www.amwayabrc.com/download.htm																
CHRPA	Haptophyta			Prymnesiales	Chrysochromulinaceae	Chrysochromulina parva Lackey 		127563	genome			28185	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Chrpa1/Chrpa1.download.html 																
CHRTO	Haptophyta			Prymnesiales	Chrysochromulinaceae	Chrysochromulina tobin CCMP291			genome			16770	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Chrsp_1/Chrsp_1.download.html 																
CICAR	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Cicer arietinum	-	3827	genome	1	23354103	28269	0	0	0	0	no	0	29/03/2015	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/145/GCF_000331145.1_ASM33114v1/GCF_000331145.1_ASM33114v1_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Carietinum	yes	Phytozome V12	yes													
CICRE	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Cicer reticulatum	-	90898	genome			26474	0	0	0	0			23/11/2017	23/11/2017	https://www.pulsedb.org/bio_data/1869758	yes															
CINKA	Archaeplastida	eudicots		Laurales	Lauraceae	Cinnamomum kanehirae		337451	genome			27899	0	0	0	0			25/05/2020		https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ckanehirae	yes		yes													
CITLA	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Citrullus lanatus	-	3654	genome			22596	0	0	0	0			29/03/2015	05/06/2020	ftp://www.icugi.org/pub/cucurbit/genome/watermelon/97103/v2/	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_014043.1	yes											
CITCL	Archaeplastida	eudicots	rosids	Sapindales	Rutaceae	Citrus clementina	-	85681	genome	1	24908277	24533	0	0	0	0	yes	9396	15/01/2011	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/195/GCF_000493195.1_Citrus_clementina_v1.0/GCF_000493195.1_Citrus_clementina_v1.0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Cclementina	yes	Phytozome V12	yes													
CITGR	Archaeplastida	eudicots	rosids	Sapindales	Rutaceae	Citrus grandis	-	37334	genome	1	28394353	30123	0	0	0	0	yes	7961	24/11/2017	29/05/2020	http://citrus.hzau.edu.cn/orange/download/index.php	yes		yes													
CITIC	Archaeplastida	eudicots	rosids	Sapindales	Rutaceae	Citrus ichangensis	-	2709	genome	1	28394353	32067	0	0	0	0	yes	6578	24/11/2017	29/05/2020	http://citrus.hzau.edu.cn/orange/download/index.php	yes		yes													
CITME	Archaeplastida	eudicots	rosids	Sapindales	Rutaceae	Citrus medica	-	171251	genome	1	28394353	32579	0	0	0	0	yes	9221	24/11/2017	29/05/2020	http://citrus.hzau.edu.cn/orange/download/index.php	yes		yes													
CITSI	Archaeplastida	eudicots	rosids	Sapindales	Rutaceae	Citrus sinensis	-	2711	genome	1,1	23179022, 24908277	25379	89	0	89	0	yes	20768	15/01/2011	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/415/GCF_000317415.1_Csi_valencia_1.0/GCF_000317415.1_Csi_valencia_1.0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Csinensis	yes	Phytozome V12	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_008334.1	yes									
CLOSPP67	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Desmidiales	Closteriaceae	Closterium sp. NIES-67 (plus strain)		2790670	genome			29706	0	0	0	0			13/01/2023		"https://www.ncbi.nlm.nih.gov/protein/?term=""Closterium+sp.+NIES-67""+[orgn]+CLOP_1.0"																
CLOSPM68	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Desmidiales	Closteriaceae	Closterium sp. NIES-68 (minus strain)		2019903	genome			28402	0	0	0	0			13/01/2023		"https://www.ncbi.nlm.nih.gov/protein/?term=""Closterium+sp.+NIES-68""+[orgn]+CLOM_1.0"	yes		yes													
COCSP	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae incertae sedis	Coccomyxaceae	Coccomyxa subellipsoidea C-169	Coccomyxa sp. C-169	574566	genome	2	22630137	9629	0	0	0	0	no	0	29/03/2015	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/705/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=CsubellipsoideaC169	yes	Phytozome V12	yes													
COCNU	Archaeplastida	Liliopsida	commelinids	Arecales	Arecaceae	Cocos nucifera	-	13894	genome	?	29048487	28039	0	0	0	0	no	0	24/11/2017	29/05/2020	http://gigadb.org/dataset/view/id/100347/File_page/3	yes		yes													
COFCA	Archaeplastida	eudicots	asterids	Gentianales	Rubiaceae	Coffea canephora	-	49390	genome	?	25190796	25574	0	0	0	0	no	0	29/03/2015	13/05/2020	http://coffee-genome.org/sites/coffee-genome.org/files/download/coffea_pep.faa.gz	yes		yes													
COILA	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Coix lacryma-jobi		4505	genome			39574	0	0	0	0			20/07/2020		http://phyzen.iptime.org/adlay/download.php																
COLORtrTI	Archaeplastida	Streptophyta ZCC grade	Coleochaetophyceae	Coleochaetales	Coleochaetaceae	Coleochaete orbicularis	-	3124	transcriptome	?	-	62646	0	0	0	0	no	0	26/05/2013	12/06/2020	0		Timme and Delwiche BMC Plant Biology 2010, 10:96	yes					proteins created by ourselves from transcripts								
COLORtrJU	Archaeplastida	Streptophyta ZCC grade	Coleochaetophyceae	Coleochaetales	Coleochaetaceae	Coleochaete orbicularis	-	3124	transcriptome	?	27246051	320568	0	0	0	0	no	0	26/05/2013	12/05/2020	https://www.ncbi.nlm.nih.gov/Traces/wgs/wgsviewer.cgi?val=GBSM01&search=GBSM01000000&di	yes		yes					proteins created by ourselves from transcripts								
COLORtrCO	Archaeplastida	Streptophyta ZCC grade	Coleochaetophyceae	Coleochaetales	Coleochaetaceae	Coleochaete orbicularis	-	3124	transcriptome	?	PLEASE CITE: Cooper, Endymion; Delwiche, Charles (2016): Green algal transcriptomes for phylogenetics and comparative genomics. figshare.https://dx.doi.org/10.6084/m9.figshare.1604782	103349	0	0	0	0	no	0	29/11/2017	29/05/2020	https://figshare.com/articles/Green_algal_transcriptomes_for_phylogenetics_and_comparative_genomics/1604781	yes	If link is not working google for what is given in column Paper ID	yes					proteins created by ourselves from transcripts, source is different from other COLOR source!								
COLSPtr	Archaeplastida	Streptophyta ZCC grade	Coleochaetophyceae	Coleochaetales	Coleochaetaceae	Coleochaete sp.	-	42110	transcriptome	?	-	28856	0	0	0	0	no	0	29/03/2015	12/06/2020	http://www.ncbi.nlm.nih.gov/bioproject/PRJNA51149	no	Timme et al. PLOSOne 2012 DOI10.1371	yes					m240lflr								
CORCA	Archaeplastida	eudicots	rosids	Malvales	Malvaceae	Corchorus capsularis	-	210143	genome	1	28134914	29343	0	0	0	0	yes	13	24/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/974/805/GCA_001974805.1_CCACVL1_1.0/GCA_001974805.1_CCACVL1_1.0_protein.faa.gz	yes	NCBI	yes													
COROL	Archaeplastida	eudicots	rosids	Malvales	Malvaceae	Corchorus olitorius	-	93759	genome	1	28134914	35654	0	0	0	0	yes	50	24/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/974/825/GCA_001974825.1_COLO4_1.0/GCA_001974825.1_COLO4_1.0_protein.faa.gz	yes	NCBI	yes													
CORSA	Archaeplastida	eudicots		Apiales	Apiaceae	Coriandrum sativum		4047	genome			40747	0	0	0	0			20/07/2020	RAW files gelöscht	http://cgdb.bio2db.com/Download/Index																
CRYSP	Archaeplastida	Cryptophyta	Cryptophyceae			Cryptophyceae sp. CCMP2293 v1.0			genome			33051	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Crypto2293_1/Crypto2293_1.download.html 																
CUCME	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Cucumis melo	-	3656	genome	?	22753475	27427	88	0	88	0	p# KU	5060	26/05/2013	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/045/GCF_000313045.1_ASM31304v1/GCF_000313045.1_ASM31304v1_protein.faa.gz	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_015983.1	yes									
CUCSA	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Cucumis sativus	-	3659	genome	1	19881527	21503	122	37	85	0	yes	8861	09/11/2010	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000004075.2_ASM407v2/GCF_000004075.2_ASM407v2_protein.faa.gz + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Csativus	yes	Phytozome V12	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_016005.1 + http://www.ncbi.nlm.nih.gov/nuccore/NC_016004.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007144.1	yes									
CUCMA	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Cucurbita maxima	-	3661	genome	1,1	28917590	32076	0	0	0	0	no	0	24/11/2017	29/05/2020	ftp://cucurbitgenomics.org/pub/cucurbit/genome/Cucurbita_maxima/v1.1/	yes		yes													
CUCMO	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Cucurbita moschata	-	3662	genome	1	28917590	32205	0	0	0	0	no	0	24/11/2017	29/05/2020	ftp://cucurbitgenomics.org/pub/cucurbit/genome/Cucurbita_moschata/v1/	yes		yes													
CUCPE	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Cucurbita pepo	-	3663	genome	4,1	29112324	27867	0	0	0	0	no	0	24/11/2017	29/05/2020	https://bioinf.comav.upv.es/downloads/zucchini/genome_v4.1/	yes		yes					Had to generate proteins using GFF								
CUSAU	Archaeplastida	eudicots	asterids	Solanales	Convolvulaceae	Cuscuta australis		267555	genome			19671	0	0	0	0			21/07/2020		http://groups.english.kib.cas.cn/epb/dgd/Download/201711/t20171101_386248.html																
